case,source_doc_id,title,court,date,numcites_api,numcitedby_api,citations_count,error
Prasanta_Kumar_Sahoo_vs_Charulata_Sahu_on_29_March_2023,45932283,"Prasanta Kumar Sahoo vs Charulata Sahu . on 29 March, 2023",Supreme Court of India,2023-03-29,48,5,48,
Pratibha_Manchanda_vs_The_State_Of_Haryana_on_7_July_2023,73887298,"Pratibha Manchanda vs The State Of Haryana on 7 July, 2023",Supreme Court of India,2023-07-07,12,75,12,
Prem_Kishore_vs_Brahm_Prakash_on_29_March_2023,4622364,"Prem Kishore . vs Brahm Prakash . on 29 March, 2023",Supreme Court of India,2023-03-29,30,13,30,
Rahimal_Bathu_vs_Ashiyal_Beevi_on_26_September_2023,137040615,"Rahimal Bathu vs Ashiyal Beevi on 26 September, 2023",Supreme Court of India,2023-09-26,16,1,16,
Rajesh_Jain_vs_Ajay_Singh_on_9_October_2023,31315004,"Rajesh Jain vs Ajay Singh on 9 October, 2023",Supreme Court of India,2023-10-09,26,1,26,
Ramesh_Chandra_Sharma_vs_The_State_Of_Uttar_Pradesh_on_20_February_2023,3927172,"Ramesh Chandra Sharma vs The State Of Uttar Pradesh on 20 February, 2023",Supreme Court of India,2023-02-20,44,125,44,
Ramesh_Chandra_Vaishya_vs_The_State_Of_Uttar_Pradesh_on_19_May_2023,166750875,"Ramesh Chandra Vaishya vs The State Of Uttar Pradesh on 19 May, 2023",Supreme Court of India,2023-05-19,17,21,17,
Ramesh_Kumar_vs_The_State_Of_Nct_Of_Delhi_on_4_July_2023,180972370,"Ramesh Kumar vs The State Of Nct Of Delhi on 4 July, 2023",Supreme Court of India,2023-07-04,19,32,19,
Ramisetty_Venkatanna_vs_Nasyam_Jamal_Saheb_on_28_April_2023,116734806,"Ramisetty Venkatanna vs Nasyam Jamal Saheb on 28 April, 2023",Supreme Court of India,2023-04-28,9,11,9,
Rana_Ayyub_vs_Directorate_Of_Enforcement_on_7_February_2023,170521569,"Rana Ayyub vs Directorate Of Enforcement on 7 February, 2023",Supreme Court of India,2023-02-07,33,5,33,
Ranjan_Kumar_Chadha_vs_The_State_Of_Himachal_Pradesh_on_6_October_2023,112509971,"Ranjan Kumar Chadha vs The State Of Himachal Pradesh on 6 October, 2023",Supreme Court of India,2023-10-06,74,1,74,
Ranvir_Singh_vs_The_State_Of_Madhya_Pradesh_on_12_January_2023,48332360,"Ranvir Singh . vs The State Of Madhya Pradesh on 12 January, 2023",Supreme Court of India,2023-01-12,46,2,46,
Ravasaheb_Ravasahebagouda_vs_The_State_Of_Karnataka_on_16_March_2023,156667327,"Ravasaheb @ Ravasahebagouda vs The State Of Karnataka on 16 March, 2023",Supreme Court of India,2023-03-16,33,3,33,
Ravi_Mandal_vs_The_State_Of_Uttarakhand_on_18_May_2023,154059911,"Ravi Mandal vs The State Of Uttarakhand on 18 May, 2023",Supreme Court of India,2023-05-18,17,1,17,
Reliance_Infrastructure_Ltd_vs_State_Of_Goa_on_10_May_2023,159871827,"Reliance Infrastructure Ltd. vs State Of Goa on 10 May, 2023",Supreme Court of India,2023-05-10,38,15,38,
S_Narahari_vs_S_R_Kumar_on_5_July_2023,161316405,"S. Narahari vs S.R. Kumar on 5 July, 2023",Supreme Court of India,2023-07-05,8,1,8,
Sabarmati_Gas_Limited_vs_Shah_Alloys_Limited_on_4_January_2023,26098995,"Sabarmati Gas Limited vs Shah Alloys Limited on 4 January, 2023",Supreme Court of India,2023-01-04,40,11,40,
Sabir_Ali_Khan_vs_Syed_Mohd_Ahmad_Ali_Khan_on_13_April_2023,105423580,"Sabir Ali Khan vs Syed Mohd. Ahmad Ali Khan on 13 April, 2023",Supreme Court of India,2023-04-13,59,2,59,
Sakshi_Arha_vs_The_Rajasthan_High_Court_on_18_May_2023,68851724,"Sakshi Arha vs The Rajasthan High Court on 18 May, 2023",Supreme Court of India,2023-05-18,10,5,10,
Salem_Muslim_Burial_Ground_Protection_vs_State_Of_Tamil_Nadu_And_Ors_on_18_May_2023,137942978,"Salem Muslim Burial Ground Protection ... vs State Of Tamil Nadu And Ors. on 18 May, 2023",Supreme Court of India,2023-05-18,11,2,11,
Salib_Shalu_Salim_vs_The_State_Of_Uttar_Pradesh_on_8_August_2023,47571565,"Salib @ Shalu @ Salim vs The State Of Uttar Pradesh on 8 August, 2023",Supreme Court of India,2023-08-08,34,17,34,
Sarabjit_Kaur_vs_The_State_Of_Punjab_on_1_March_2023,95534391,"Sarabjit Kaur vs The State Of Punjab on 1 March, 2023",Supreme Court of India,2023-03-01,3,4,3,
Secundrabad_Club_Etc_vs_C_I_T_V_Etc_on_17_August_2023,157920088,"Secundrabad Club Etc. vs C.I.T-V Etc. on 17 August, 2023",Supreme Court of India,2023-08-17,36,1,36,
Shanti_Bhushan_D_Thr_Lr_vs_State_Of_U_P_on_25_April_2023,33019727,"Shanti Bhushan (D) Thr. Lr. vs State Of U.P on 25 April, 2023",Supreme Court of India,2023-04-25,20,1,20,
Shivshankara_vs_H_P_Vedavyasa_Char_on_29_March_2023,129197815,"Shivshankara vs H.P.Vedavyasa Char on 29 March, 2023",Supreme Court of India,2023-03-29,19,7,19,
Shramjeevi_Cooperative_Housing_vs_Dinesh_Joshi_on_22_March_2023,28368825,"Shramjeevi Cooperative Housing ... vs Dinesh Joshi . on 22 March, 2023",Supreme Court of India,2023-03-22,17,2,17,
Siju_Kurian_vs_The_State_Of_Karnataka_on_17_April_2023,7212530,"Siju Kurian vs The State Of Karnataka on 17 April, 2023",Supreme Court of India,2023-04-17,26,2,26,
Sirajudheen_vs_Zeenath_on_27_February_2023,52623507,"Sirajudheen vs Zeenath on 27 February, 2023",Supreme Court of India,2023-02-27,10,6,10,
Smt_Roopa_Soni_vs_Kamalnarayan_Soni_on_6_September_2023,70291328,"Smt. Roopa Soni vs Kamalnarayan Soni on 6 September, 2023",Supreme Court of India,2023-09-06,32,1,32,
Smt_Smriti_Debbarma_D_Thr_Lr_vs_Sri_Prabha_Ranjan_Debbarma_on_4_January_2023,147942338,"Smt. Smriti Debbarma (D) Thr Lr. vs Sri Prabha Ranjan Debbarma on 4 January, 2023",Supreme Court of India,2023-01-04,16,5,16,
Srei_Multiple_Asset_Investment_Trust_vs_Deccan_Chronicle_Marketeers_on_17_March_2023,96042552,"Srei Multiple Asset Investment Trust ... vs Deccan Chronicle Marketeers on 17 March, 2023",Supreme Court of India,2023-03-17,15,1,15,
Sri_Gulam_Mustafa_vs_The_State_Of_Karnataka_on_10_May_2023,165428571,"Sri Gulam Mustafa vs The State Of Karnataka on 10 May, 2023",Supreme Court of India,2023-05-10,42,19,42,
State_Bank_Of_India_vs_Rajesh_Agarwal_on_27_March_2023,105925409,"State Bank Of India vs Rajesh Agarwal on 27 March, 2023",Supreme Court of India,2023-03-27,52,178,52,
State_Of_Haryana_vs_Niranjan_Singh_on_24_February_2023,112333458,"State Of Haryana vs Niranjan Singh on 24 February, 2023",Supreme Court of India,2023-02-24,8,3,8,
State_Of_Orissa_vs_Laxmi_Narayan_Das_Dead_Thr_Lrs_on_12_July_2023,50472982,"State Of Orissa vs Laxmi Narayan Das .(Dead) Thr. Lrs. on 12 July, 2023",Supreme Court of India,2023-07-12,50,4,50,
State_Of_U_P_vs_Vinay_Kumar_Singh_on_23_August_2023,51446467,"State Of U.P. vs Vinay Kumar Singh on 23 August, 2023",Supreme Court of India,2023-08-23,1,4,1,
Subhash_Desai_vs_Principal_Secretary_Governor_Of_on_11_May_2023,12168609,"Subhash Desai vs Principal Secretary, Governor Of ... on 11 May, 2023",Supreme Court of India,2023-05-11,60,1,60,
Suresh_Lataruji_Ramteke_vs_Sau_Sumanbai_Pandurang_Petkar_on_21_September_2023,125531383,"Suresh Lataruji Ramteke vs Sau. Sumanbai Pandurang Petkar on 21 September, 2023",Supreme Court of India,2023-09-21,24,1,24,
The_Commissioner_Of_Income_Tax_7_vs_M_S_Paville_Projects_Pvt_Ltd_on_6_April_2023,45182264,"The Commissioner Of Income Tax 7 vs M/S Paville Projects Pvt Ltd. on 6 April, 2023",Supreme Court of India,2023-04-06,15,5,15,
The_Madras_Aluminium_Co_Ltd_vs_The_Tamil_Nadu_Electricity_Board_And_on_6_July_2023,180005721,"The Madras Aluminium Co. Ltd. vs The Tamil Nadu Electricity Board And ... on 6 July, 2023",Supreme Court of India,2023-07-06,9,2,9,
The_State_Of_Chhattisgarh_vs_Aman_Kumar_Singh_on_1_March_2023,62042446,"The State Of Chhattisgarh vs Aman Kumar Singh on 1 March, 2023",Supreme Court of India,2023-03-01,23,8,23,
The_State_Of_Himachal_Pradesh_vs_Chandervir_Singh_Negi_on_24_February_2023,149582499,"The State Of Himachal Pradesh vs Chandervir Singh Negi on 24 February, 2023",Supreme Court of India,2023-02-24,5,3,5,
The_State_Of_Madhya_Pradesh_vs_Bhupendra_Yadav_on_20_September_2023,3620053,"The State Of Madhya Pradesh vs Bhupendra Yadav on 20 September, 2023",Supreme Court of India,2023-09-20,24,2,24,
The_State_Of_Tripura_Represented_By_The_vs_Chandan_Deb_on_24_March_2023,48114091,"The State Of Tripura Represented By The ... vs Chandan Deb on 24 March, 2023",Supreme Court of India,2023-03-24,15,5,15,
The_State_Of_Uttarakhand_vs_Ravi_Kumar_D_Thr_Lrs_on_18_May_2023,64711165,"The State Of Uttarakhand vs Ravi Kumar (D) Thr. Lrs . on 18 May, 2023",Supreme Court of India,2023-05-18,24,8,24,
Thiru_K_Palaniswamy_vs_M_Shanmugam_on_23_February_2023,101603760,"Thiru K. Palaniswamy vs M. Shanmugam on 23 February, 2023",Supreme Court of India,2023-02-23,18,3,18,
Union_Territory_Of_Ladakh_vs_Jammu_And_Kashmir_National_Conference_on_6_September_2023,175104903,"Union Territory Of Ladakh vs Jammu And Kashmir National Conference on 6 September, 2023",Supreme Court of India,2023-09-06,67,3,67,
Usha_Chakraborty_vs_State_Of_West_Bengal_on_30_January_2023,116013104,"Usha Chakraborty vs State Of West Bengal on 30 January, 2023",Supreme Court of India,2023-01-30,22,44,22,
V_Senthil_Balaji_vs_The_State_Represented_By_Deputy_on_7_August_2023,93515504,"V. Senthil Balaji vs The State Represented By Deputy ... on 7 August, 2023",Supreme Court of India,2023-08-07,116,20,116,
Ved_Kumari_Dead_Thr_Her_Lr_Dr_Vijay_vs_Municipal_Corporation_Of_Delhi_Through_on_24_August_2023,30386365,"Ved Kumari (Dead Thr. Her Lr) Dr. Vijay ... vs Municipal Corporation Of Delhi Through ... on 24 August, 2023",Supreme Court of India,2023-08-24,6,1,6,
Vinod_Kumar_Sachdeva_Dead_Thr_Lrs_vs_Ashok_Kumar_Sachdeva_on_25_July_2023,109654723,"Vinod Kumar Sachdeva (Dead) Thr Lrs vs Ashok Kumar Sachdeva on 25 July, 2023",Supreme Court of India,2023-07-25,3,1,3,
Vinod_Kumar_vs_District_Magistrate_Mau_on_7_July_2023,118156411,"Vinod Kumar vs District Magistrate Mau on 7 July, 2023",Supreme Court of India,2023-07-07,18,3,18,
Vivek_Narayan_Sharma_vs_Union_Of_India_on_2_January_2023,164842744,"Vivek Narayan Sharma vs Union Of India on 2 January, 2023",Supreme Court of India,2023-01-02,126,9,126,
Yashpal_Singh_vs_The_State_Of_Uttar_Pradesh_on_28_March_2023,23453787,"Yashpal Singh vs The State Of Uttar Pradesh on 28 March, 2023",Supreme Court of India,2023-03-28,17,1,17,
Yogendra_Prasad_Singh_Dead_Thr_Lrs_vs_Ram_Bachan_Devi_And_Ors_on_31_July_2023,22532510,"Yogendra Prasad Singh (Dead) Thr Lrs vs Ram Bachan Devi And Ors. on 31 July, 2023",Supreme Court of India,2023-07-31,4,1,4,
A_B_Govardhan_vs_P_Ragothaman_on_29_August_2024,162448178,"A.B. Govardhan vs P. Ragothaman on 29 August, 2024",Supreme Court of India,2024-08-29,24,0,24,
A_M_Mohan_vs_The_State_Rep_By_Sho_on_20_March_2024,180229683,"A.M. Mohan vs The State Rep By Sho on 20 March, 2024",Supreme Court of India,2024-03-20,26,0,26,
Abdul_Rejak_Laskar_vs_Mafizur_Rahman_on_20_December_2024,155466269,"Abdul Rejak Laskar vs Mafizur Rahman on 20 December, 2024",Supreme Court of India,2024-12-20,20,0,20,
Abhishek_Banerjee_vs_Directorate_Of_Enforcement_on_9_September_2024,191493201,"Abhishek Banerjee vs Directorate Of Enforcement on 9 September, 2024",Supreme Court of India,2024-09-09,32,0,32,
Achin_Gupta_vs_The_State_Of_Haryana_on_3_May_2024,172613397,"Achin Gupta vs The State Of Haryana on 3 May, 2024",Supreme Court of India,2024-05-03,24,0,24,
Airports_Economic_Regulatory_vs_Delhi_International_Airport_Ltd_on_18_October_2024,40813274,"Airports Economic Regulatory ... vs Delhi International Airport Ltd on 18 October, 2024",Supreme Court of India,2024-10-18,83,0,83,
Ajay_Madhusudan_Patel_vs_Jyotrindra_S_Patel_on_20_September_2024,113440917,"Ajay Madhusudan Patel vs Jyotrindra S. Patel on 20 September, 2024",Supreme Court of India,2024-09-20,22,0,22,
Aligarh_Muslim_University_Through_Its_vs_Naresh_Agarwal_on_8_November_2024,33465676,"Aligarh Muslim University Through Its ... vs Naresh Agarwal on 8 November, 2024",Supreme Court of India,2024-11-08,260,0,259,
Anees_vs_The_State_Govt_Of_Nct_on_3_May_2024,87629878,"Anees vs The State Govt Of Nct on 3 May, 2024",Supreme Court of India,2024-05-03,51,0,51,
Army_Welfare_Education_Society_New_vs_Sunil_Kumar_Sharma_on_9_July_2024,20820063,"Army Welfare Education Society New ... vs Sunil Kumar Sharma on 9 July, 2024",Supreme Court of India,2024-07-09,50,0,50,
Arvind_Kejriwal_vs_Directorate_Of_Enforcement_on_12_July_2024,58570551,"Arvind Kejriwal vs Directorate Of Enforcement on 12 July, 2024",Supreme Court of India,2024-07-12,77,0,76,
Asma_Lateef_vs_Shabbir_Ahmad_on_12_January_2024,15033743,"Asma Lateef vs Shabbir Ahmad on 12 January, 2024",Supreme Court of India,2024-01-12,24,0,24,
Baban_Balaji_More_D_By_Lrs_vs_Babaji_Hari_Shelar_D_By_Lrs_on_14_March_2024,134319399,"Baban Balaji More (D) By Lrs. vs Babaji Hari Shelar (D) By Lrs. on 14 March, 2024",Supreme Court of India,2024-03-14,27,0,27,
Balsaaheb_Keshawrao_Bhapkar_vs_Securities_And_Exchange_Board_Of_India_on_15_July_2024,125729325,"Balsaaheb Keshawrao Bhapkar vs Securities And Exchange Board Of India on 15 July, 2024",Supreme Court of India,2024-07-15,17,0,17,
Balveer_Batra_vs_The_New_India_Assurance_Company_on_8_February_2024,49982989,"Balveer Batra vs The New India Assurance Company on 8 February, 2024",Supreme Court of India,2024-02-08,16,0,16,
Banglore_Electricity_Supply_Company_vs_Hirehalli_Solar_Power_Project_L_L_P_on_27_August_2024,114155471,"Banglore Electricity Supply Company ... vs Hirehalli Solar Power Project L.L.P on 27 August, 2024",Supreme Court of India,2024-08-27,26,0,26,
Bar_Of_Indian_Lawyers_Through_Its_vs_D_K_Gandhi_Ps_National_Institute_Of_on_14_May_2024,101402736,"Bar Of Indian Lawyers Through Its ... vs D.K.Gandhi Ps National Institute Of ... on 14 May, 2024",Supreme Court of India,2024-05-14,34,0,34,
Bharat_Sher_Singh_Kalsia_vs_State_Of_Bihar_on_31_January_2024,182166295,"Bharat Sher Singh Kalsia vs State Of Bihar on 31 January, 2024",Supreme Court of India,2024-01-31,21,0,21,
Bharti_Airtel_Limited_vs_Vijaykumar_V_Iyer_on_3_January_2024,75416847,"Bharti Airtel Limited vs Vijaykumar V. Iyer on 3 January, 2024",Supreme Court of India,2024-01-03,56,0,56,
Bharti_Arora_vs_The_State_Of_Haryana_on_13_December_2024,12519280,"Bharti Arora vs The State Of Haryana on 13 December, 2024",Supreme Court of India,2024-12-13,43,0,43,
Bharti_Cellular_Ltd_Now_Bharti_Airtel_vs_Assistant_C_I_T_Circle_57_on_28_February_2024,59271518,"Bharti Cellular Ltd.Now Bharti Airtel ... vs Assistant C.I.T Circle 57 on 28 February, 2024",Supreme Court of India,2024-02-28,18,0,18,
Bhikchand_S_O_Dhondiram_Mutha_vs_Shamabai_Dhanraj_Gugale_Deceased_on_14_May_2024,118714077,"Bhikchand S/O Dhondiram Mutha ... vs Shamabai Dhanraj Gugale (Deceased) ... on 14 May, 2024",Supreme Court of India,2024-05-14,21,0,21,
Bidyut_Sarkar_vs_Kanchilal_Pal_Dead_Through_Its_Lrs_on_28_August_2024,151574832,"Bidyut Sarkar vs Kanchilal Pal (Dead) Through Its Lrs on 28 August, 2024",Supreme Court of India,2024-08-28,23,0,23,
Bijay_Kumar_Manish_Kumar_Huf_vs_Ashwin_Bhanulal_Desai_on_17_May_2024,197547984,"Bijay Kumar Manish Kumar Huf vs Ashwin Bhanulal Desai on 17 May, 2024",Supreme Court of India,2024-05-17,19,0,19,
Bilkis_Yakub_Rasool_vs_Union_Of_India_on_8_January_2024,47574125,"Bilkis Yakub Rasool vs Union Of India on 8 January, 2024",Supreme Court of India,2024-01-08,135,0,135,
Bombay_Slum_Redevelopment_Corporation_vs_Samir_Narain_Bhojwani_on_8_July_2024,59053192,"Bombay Slum Redevelopment Corporation ... vs Samir Narain Bhojwani on 8 July, 2024",Supreme Court of India,2024-07-08,15,0,15,
Brs_Ventures_Investments_Ltd_vs_Srei_Infrastructure_Finance_Limited_on_23_July_2024,182456477,"Brs Ventures Investments Ltd vs Srei Infrastructure Finance Limited on 23 July, 2024",Supreme Court of India,2024-07-23,46,0,46,
C_Subbian_Kadambur_Jayaraj_vs_Superintendant_Of_Police_on_15_May_2024,188133957,"C. Subbian @ Kadambur Jayaraj vs Superintendant Of Police on 15 May, 2024",Supreme Court of India,2024-05-15,26,0,26,
Celir_Llp_vs_Mr_Sumati_Prasad_Bafna_on_13_December_2024,128833671,"Celir Llp vs Mr. Sumati Prasad Bafna on 13 December, 2024",Supreme Court of India,2024-12-13,79,0,79,
Central_Organisation_For_Railway_vs_M_S_Eci_Spic_Smo_Mcml_Jv_A_Joint_Venture_on_8_November_2024,94564485,"Central Organisation For Railway ... vs M/S Eci Spic Smo Mcml (Jv) A Joint Venture ... on 8 November, 2024",Supreme Court of India,2024-11-08,135,0,135,
Chalasani_Udaya_Shankar_vs_M_S_Lexus_Technologies_Pvt_Ltd_on_9_September_2024,131323942,"Chalasani Udaya Shankar vs M/S Lexus Technologies Pvt. Ltd on 9 September, 2024",Supreme Court of India,2024-09-09,24,0,24,
Chief_Commissioner_Of_Central_Goods_And_vs_M_S_Safari_Retreats_Private_Limited_on_3_October_2024,170545247,"Chief Commissioner Of Central Goods And ... vs M/S Safari Retreats Private Limited on 3 October, 2024",Supreme Court of India,2024-10-03,93,0,93,
China_Development_Bank_vs_Doha_Bank_Q_P_S_C_on_20_December_2024,151591199,"China Development Bank vs Doha Bank Q.P.S.C on 20 December, 2024",Supreme Court of India,2024-12-20,33,0,33,
Commissioner_Of_Customs_vs_M_S_Canon_India_Private_Limited_on_7_November_2024,136686091,"Commissioner Of Customs vs M/S Canon India Private Limited on 7 November, 2024",Supreme Court of India,2024-11-07,113,0,113,
